ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GR_2021-01-14-S1-commons.u17	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u18	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΜΥΛΩΝΑΚΗΣ, ΑΝΤΩΝΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u19	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u20	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΜΥΛΩΝΑΚΗΣ, ΑΝΤΩΝΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u21	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u22	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΜΥΛΩΝΑΚΗΣ, ΑΝΤΩΝΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u23	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u24	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΜΥΛΩΝΑΚΗΣ, ΑΝΤΩΝΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u25	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u26	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΜέΡΑ25	Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής	Opposition	ΣΑΚΟΡΑΦΑ, ΣΟΦΙΑ	F	-
ParlaMint-GR_2021-01-14-S1-commons.u27	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u28	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΒΕΛΟΠΟΥΛΟΣ, ΚΥΡΙΑΚΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u29	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u30	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΒΕΛΟΠΟΥΛΟΣ, ΚΥΡΙΑΚΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u31	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u32	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΒΕΛΟΠΟΥΛΟΣ, ΚΥΡΙΑΚΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u33	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΚΛΑΜΑΝΗΣ, ΝΙΚΗΤΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u34	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΒΕΛΟΠΟΥΛΟΣ, ΚΥΡΙΑΚΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u35	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΒΕΛΟΠΟΥΛΟΣ, ΚΥΡΙΑΚΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u36	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ, ΝΙΚΟΛΑΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u37	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΒΕΛΟΠΟΥΛΟΣ, ΚΥΡΙΑΚΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u38	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u39	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ, ΝΙΚΟΛΑΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u40	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u41	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ, ΝΙΚΟΛΑΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u42	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u43	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	K.K.E.	Κομμουνιστικό Κόμμα Ελλάδος	Opposition	ΚΟΥΤΣΟΥΜΠΑΣ, ΔΗΜΗΤΡΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u44	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u45	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΔΑΒΑΚΗΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u46	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u47	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΒΙΤΣΑΣ, ΔΗΜΗΤΡΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u48	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u49	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΤΑΣΟΥΛΑΣ, ΚΩΝΣΤΑΝΤΙΝΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u50	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u51	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΡΑΓΚΟΥΣΗΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u52	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u53	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΚΙΝ.ΑΛ.	Κίνημα Αλλαγής	Opposition	ΛΟΒΕΡΔΟΣ, ΑΝΔΡΕΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u54	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ν.Δ.	Νέα Δημοκρατία		ΜΠΟΥΡΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u55	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΧΑΤΖΗΔΑΚΗΣ, ΔΙΟΝΥΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u56	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u57	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΚΙΝ.ΑΛ.	Κίνημα Αλλαγής	Opposition	ΛΟΒΕΡΔΟΣ, ΑΝΔΡΕΑΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u58	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u59	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΡΑΓΚΟΥΣΗΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u60	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u61	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΓΙΑΝΝΑΚΟΥ, ΜΑΡΙΟΡΗ	F	-
ParlaMint-GR_2021-01-14-S1-commons.u62	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u63	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΜΠΟΥΡΝΟΥΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u64	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u65	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΜΠΟΥΡΝΟΥΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u66	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u67	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΒΡΟΥΤΣΗΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u68	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u69	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΡΑΓΚΟΥΣΗΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u70	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u71	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΣΥ.ΡΙΖ.Α.	Συνασπισμός Ριζοσπαστικής Αριστεράς - Προοδευτική Συμμαχία	Opposition	ΡΑΓΚΟΥΣΗΣ, ΙΩΑΝΝΗΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u72	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u73	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΔΗΜΟΣΧΑΚΗΣ, ΑΝΑΣΤΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u74	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u75	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΚΑΒΒΑΔΑΣ, ΑΘΑΝΑΣΙΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u76	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u77	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	ΜέΡΑ25	Μέτωπο Ευρωπαϊκής Ρεαλιστικής Ανυπακοής	Opposition	ΓΡΗΓΟΡΙΑΔΗΣ, ΚΛΕΩΝ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u78	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Chairperson	MP	Ε.Λ.	Ελληνική Λύση	Opposition	ΑΒΔΕΛΑΣ, ΑΠΟΣΤΟΛΟΣ	M	-
ParlaMint-GR_2021-01-14-S1-commons.u79	Minutes of the assembly of the greek parliament, Term 18, session 2, sitting 61, 2021-01-14	2021-01-14	2021-01-14		ΙΗ					COVID	Regular	MP	Ν.Δ.	Νέα Δημοκρατία		ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ, ΝΙΚΟΛΑΟΣ	M	-
